date,machine_id,shift_id,disponibilite,performance,qualite,oee,temps_requis_min,temps_marche_min,temps_arret_min,production_theorique,production_reelle,production_conforme,rebuts,mois,semaine,jour_semaine
2024-10-28,M01,S2,0.8838,0.9022,0.9676,0.7715,480,424.2,55.8,960,866,837,29,2024-10,2024-W44,Monday
2024-10-28,M01,S3,0.8441,0.9565,0.9699,0.7831,480,405.2,74.8,960,918,890,28,2024-10,2024-W44,Monday
2024-10-28,M02,S1,0.7255,0.8571,0.9611,0.5976,480,348.2,131.8,800,685,658,27,2024-10,2024-W44,Monday
2024-10-28,M02,S2,0.7521,0.9042,0.9507,0.6465,480,361.0,119.0,800,723,687,36,2024-10,2024-W44,Monday
2024-10-28,M02,S3,0.6293,0.86,0.9286,0.5026,480,302.0,178.0,800,688,638,50,2024-10,2024-W44,Monday
2024-10-28,M03,S1,0.7716,0.8712,0.917,0.6164,480,370.4,109.6,1600,1393,1277,116,2024-10,2024-W44,Monday
2024-10-28,M03,S2,0.8731,0.7904,0.9325,0.6435,480,419.1,60.9,1600,1264,1178,86,2024-10,2024-W44,Monday
2024-10-28,M03,S3,0.7957,0.7962,0.938,0.5943,480,381.9,98.1,1600,1273,1194,79,2024-10,2024-W44,Monday
2024-10-28,M04,S1,0.8754,0.9131,0.9643,0.7708,480,420.2,59.8,640,584,563,21,2024-10,2024-W44,Monday
2024-10-28,M04,S2,0.9005,0.931,0.9942,0.8335,480,432.2,47.8,640,595,591,4,2024-10,2024-W44,Monday
2024-10-28,M04,S3,0.6128,0.9164,0.9659,0.5424,480,294.2,185.8,640,586,565,21,2024-10,2024-W44,Monday
2024-10-28,M05,S1,0.7892,0.9166,0.9481,0.6858,480,378.8,101.2,1200,1099,1041,58,2024-10,2024-W44,Monday
2024-10-28,M05,S2,0.8283,0.8531,0.9188,0.6492,480,397.6,82.4,1200,1023,939,84,2024-10,2024-W44,Monday
2024-10-28,M05,S3,0.719,0.8606,0.9281,0.5743,480,345.1,134.9,1200,1032,957,75,2024-10,2024-W44,Monday
2024-10-29,M01,S1,0.8638,0.8783,0.9573,0.7263,480,414.6,65.4,960,843,807,36,2024-10,2024-W44,Tuesday
2024-10-29,M01,S2,0.8146,0.9211,0.9615,0.7215,480,391.0,89.0,960,884,849,35,2024-10,2024-W44,Tuesday
2024-10-29,M01,S3,0.8448,0.8536,0.9334,0.673,480,405.5,74.5,960,819,764,55,2024-10,2024-W44,Tuesday
2024-10-29,M02,S1,0.885,0.8745,0.8945,0.6924,480,424.8,55.2,800,699,625,74,2024-10,2024-W44,Tuesday
2024-10-29,M02,S2,0.8469,0.8951,0.9435,0.7152,480,406.5,73.5,800,716,675,41,2024-10,2024-W44,Tuesday
2024-10-29,M02,S3,0.9053,0.8556,0.9003,0.6974,480,434.6,45.4,800,684,615,69,2024-10,2024-W44,Tuesday
2024-10-29,M03,S1,0.7563,0.8211,0.8883,0.5517,480,363.0,117.0,1600,1313,1166,147,2024-10,2024-W44,Tuesday
2024-10-29,M03,S2,0.7751,0.6834,0.9457,0.5009,480,372.0,108.0,1600,1093,1033,60,2024-10,2024-W44,Tuesday
2024-10-29,M03,S3,0.6444,0.7326,0.9059,0.4277,480,309.3,170.7,1600,1172,1061,111,2024-10,2024-W44,Tuesday
2024-10-29,M04,S1,0.9065,0.9274,0.9711,0.8164,480,435.1,44.9,640,593,575,18,2024-10,2024-W44,Tuesday
2024-10-29,M04,S2,0.8783,0.8963,0.9773,0.7693,480,421.6,58.4,640,573,559,14,2024-10,2024-W44,Tuesday
2024-10-29,M04,S3,0.9257,0.9234,0.9903,0.8465,480,444.3,35.7,640,590,584,6,2024-10,2024-W44,Tuesday
2024-10-29,M05,S1,0.8508,0.8353,0.9255,0.6577,480,408.4,71.6,1200,1002,927,75,2024-10,2024-W44,Tuesday
2024-10-29,M05,S2,0.8937,0.9328,0.8899,0.7419,480,429.0,51.0,1200,1119,995,124,2024-10,2024-W44,Tuesday
2024-10-29,M05,S3,0.7867,0.8635,0.9498,0.6452,480,377.6,102.4,1200,1036,984,52,2024-10,2024-W44,Tuesday
2024-10-30,M01,S1,0.8165,0.8501,0.9465,0.657,480,391.9,88.1,960,816,772,44,2024-10,2024-W44,Wednesday
2024-10-30,M01,S2,0.8251,0.9163,0.9364,0.708,480,396.1,83.9,960,879,823,56,2024-10,2024-W44,Wednesday
2024-10-30,M01,S3,0.8226,0.8122,0.9801,0.6548,480,394.8,85.2,960,779,763,16,2024-10,2024-W44,Wednesday
2024-10-30,M02,S1,0.8827,0.8254,0.9317,0.6788,480,423.7,56.3,800,660,614,46,2024-10,2024-W44,Wednesday
2024-10-30,M02,S2,0.8254,0.9263,0.9514,0.7275,480,396.2,83.8,800,741,705,36,2024-10,2024-W44,Wednesday
2024-10-30,M02,S3,0.7449,0.7531,0.9088,0.5098,480,357.5,122.5,800,602,547,55,2024-10,2024-W44,Wednesday
2024-10-30,M03,S1,0.7303,0.7565,0.917,0.5067,480,350.6,129.4,1600,1210,1109,101,2024-10,2024-W44,Wednesday
2024-10-30,M03,S2,0.674,0.7275,0.8676,0.4254,480,323.5,156.5,1600,1164,1009,155,2024-10,2024-W44,Wednesday
2024-10-30,M03,S3,0.8643,0.8677,0.9723,0.7292,480,414.9,65.1,1600,1388,1349,39,2024-10,2024-W44,Wednesday
2024-10-30,M04,S1,0.9099,0.9134,0.9959,0.8277,480,436.8,43.2,640,584,581,3,2024-10,2024-W44,Wednesday
2024-10-30,M04,S2,0.8927,0.929,0.9795,0.8124,480,428.5,51.5,640,594,581,13,2024-10,2024-W44,Wednesday
2024-10-30,M04,S3,0.8053,0.9622,0.9859,0.764,480,386.6,93.4,640,615,606,9,2024-10,2024-W44,Wednesday
2024-10-30,M05,S1,0.7835,0.8608,0.9339,0.6299,480,376.1,103.9,1200,1032,963,69,2024-10,2024-W44,Wednesday
2024-10-30,M05,S2,0.7279,0.8933,0.8986,0.5843,480,349.4,130.6,1200,1071,962,109,2024-10,2024-W44,Wednesday
2024-10-30,M05,S3,0.7749,0.8907,0.9252,0.6386,480,371.9,108.1,1200,1068,988,80,2024-10,2024-W44,Wednesday
2024-10-31,M01,S1,0.5664,0.8443,0.9407,0.4499,480,271.9,208.1,960,810,761,49,2024-10,2024-W44,Thursday
2024-10-31,M01,S2,0.8658,0.9111,0.9225,0.7277,480,415.6,64.4,960,874,806,68,2024-10,2024-W44,Thursday
2024-10-31,M01,S3,0.8801,0.8622,0.9561,0.7256,480,422.4,57.6,960,827,790,37,2024-10,2024-W44,Thursday
2024-10-31,M02,S1,0.7002,0.7963,0.9671,0.5392,480,336.1,143.9,800,637,616,21,2024-10,2024-W44,Thursday
2024-10-31,M02,S2,0.7963,0.8225,0.9367,0.6135,480,382.2,97.8,800,658,616,42,2024-10,2024-W44,Thursday
2024-10-31,M02,S3,0.8282,0.8686,0.9379,0.6748,480,397.5,82.5,800,694,650,44,2024-10,2024-W44,Thursday
2024-10-31,M03,S1,0.8223,0.8738,0.9249,0.6646,480,394.7,85.3,1600,1398,1292,106,2024-10,2024-W44,Thursday
2024-10-31,M03,S2,0.7289,0.8513,0.9213,0.5717,480,349.9,130.1,1600,1362,1254,108,2024-10,2024-W44,Thursday
2024-10-31,M03,S3,0.8194,0.8687,0.8733,0.6217,480,393.3,86.7,1600,1389,1213,176,2024-10,2024-W44,Thursday
2024-10-31,M04,S1,0.8614,0.9071,0.9917,0.7749,480,413.5,66.5,640,580,575,5,2024-10,2024-W44,Thursday
2024-10-31,M04,S2,0.8467,0.9335,0.9844,0.778,480,406.4,73.6,640,597,587,10,2024-10,2024-W44,Thursday
2024-10-31,M04,S3,0.9289,0.9283,0.9639,0.8311,480,445.9,34.1,640,594,572,22,2024-10,2024-W44,Thursday
2024-10-31,M05,S1,0.7064,0.8072,0.9171,0.523,480,339.1,140.9,1200,968,887,81,2024-10,2024-W44,Thursday
2024-10-31,M05,S2,0.753,0.808,0.9653,0.5873,480,361.4,118.6,1200,969,935,34,2024-10,2024-W44,Thursday
2024-10-31,M05,S3,0.6845,0.9286,0.9584,0.6092,480,328.5,151.5,1200,1114,1067,47,2024-10,2024-W44,Thursday
2024-11-01,M01,S1,0.8992,0.8565,0.9668,0.7446,480,431.6,48.4,960,822,794,28,2024-11,2024-W44,Friday
2024-11-01,M01,S2,0.7904,0.9207,0.9585,0.6975,480,379.4,100.6,960,883,846,37,2024-11,2024-W44,Friday
2024-11-01,M01,S3,0.8338,0.8353,0.9104,0.6341,480,400.2,79.8,960,801,729,72,2024-11,2024-W44,Friday
2024-11-01,M02,S1,0.7215,0.9066,0.9287,0.6075,480,346.3,133.7,800,725,673,52,2024-11,2024-W44,Friday
2024-11-01,M02,S2,0.7824,0.8809,0.9906,0.6827,480,375.5,104.5,800,704,697,7,2024-11,2024-W44,Friday
2024-11-01,M02,S3,0.887,0.7898,0.8856,0.6204,480,425.8,54.2,800,631,558,73,2024-11,2024-W44,Friday
2024-11-01,M03,S1,0.9366,0.9676,0.9168,0.8308,480,449.6,30.4,1600,1548,1419,129,2024-11,2024-W44,Friday
2024-11-01,M03,S2,0.6099,0.8736,0.9061,0.4828,480,292.7,187.3,1600,1397,1265,132,2024-11,2024-W44,Friday
2024-11-01,M03,S3,0.7141,0.8686,0.922,0.5719,480,342.8,137.2,1600,1389,1280,109,2024-11,2024-W44,Friday
2024-11-01,M04,S1,0.8587,0.9164,0.9879,0.7774,480,412.2,67.8,640,586,578,8,2024-11,2024-W44,Friday
2024-11-01,M04,S2,0.9095,0.9305,0.9912,0.8389,480,436.6,43.4,640,595,589,6,2024-11,2024-W44,Friday
2024-11-01,M04,S3,0.8834,0.9285,0.9395,0.7706,480,424.0,56.0,640,594,558,36,2024-11,2024-W44,Friday
2024-11-01,M05,S1,0.7373,0.9009,0.9206,0.6115,480,353.9,126.1,1200,1081,995,86,2024-11,2024-W44,Friday
2024-11-01,M05,S2,0.7363,0.8142,0.9541,0.572,480,353.4,126.6,1200,977,932,45,2024-11,2024-W44,Friday
2024-11-01,M05,S3,0.7971,0.9039,0.8886,0.6402,480,382.6,97.4,1200,1084,963,121,2024-11,2024-W44,Friday
2024-11-02,M01,S1,0.8465,0.8733,0.9544,0.7055,480,406.3,73.7,960,838,799,39,2024-11,2024-W44,Saturday
2024-11-02,M01,S2,0.8237,0.8707,0.977,0.7007,480,395.4,84.6,960,835,815,20,2024-11,2024-W44,Saturday
2024-11-02,M02,S1,0.6606,0.944,0.9535,0.5947,480,317.1,162.9,800,755,719,36,2024-11,2024-W44,Saturday
2024-11-02,M02,S2,0.7915,0.8953,0.8993,0.6373,480,379.9,100.1,800,716,643,73,2024-11,2024-W44,Saturday
2024-11-02,M03,S1,0.6647,0.7958,0.9592,0.5073,480,319.0,161.0,1600,1273,1221,52,2024-11,2024-W44,Saturday
2024-11-02,M03,S2,0.7203,0.8369,0.8888,0.5358,480,345.8,134.2,1600,1339,1190,149,2024-11,2024-W44,Saturday
2024-11-02,M04,S1,0.9091,0.9648,0.9919,0.87,480,436.4,43.6,640,617,612,5,2024-11,2024-W44,Saturday
2024-11-02,M04,S2,0.8921,0.9407,0.9869,0.8282,480,428.2,51.8,640,602,594,8,2024-11,2024-W44,Saturday
2024-11-02,M05,S1,0.7949,0.9179,0.9565,0.6979,480,381.6,98.4,1200,1101,1053,48,2024-11,2024-W44,Saturday
2024-11-02,M05,S2,0.7569,0.8953,0.9208,0.624,480,363.3,116.7,1200,1074,988,86,2024-11,2024-W44,Saturday
2024-11-04,M01,S1,0.8089,0.8743,0.9585,0.6779,480,388.3,91.7,960,839,804,35,2024-11,2024-W45,Monday
2024-11-04,M01,S2,0.772,0.9195,0.9047,0.6421,480,370.6,109.4,960,882,797,85,2024-11,2024-W45,Monday
2024-11-04,M01,S3,0.5559,0.9451,0.9548,0.5017,480,266.8,213.2,960,907,865,42,2024-11,2024-W45,Monday
2024-11-04,M02,S1,0.7957,0.862,0.9235,0.6335,480,381.9,98.1,800,689,636,53,2024-11,2024-W45,Monday
2024-11-04,M02,S2,0.8085,0.837,0.9374,0.6344,480,388.1,91.9,800,669,627,42,2024-11,2024-W45,Monday
2024-11-04,M02,S3,0.8078,0.7715,0.9411,0.5865,480,387.7,92.3,800,617,580,37,2024-11,2024-W45,Monday
2024-11-04,M03,S1,0.7398,0.8143,0.9022,0.5435,480,355.1,124.9,1600,1302,1174,128,2024-11,2024-W45,Monday
2024-11-04,M03,S2,0.8275,0.7796,0.9182,0.5923,480,397.2,82.8,1600,1247,1144,103,2024-11,2024-W45,Monday
2024-11-04,M03,S3,0.8418,0.7993,0.9177,0.6175,480,404.1,75.9,1600,1278,1172,106,2024-11,2024-W45,Monday
2024-11-04,M04,S1,0.8922,0.9548,0.9769,0.8321,480,428.2,51.8,640,611,596,15,2024-11,2024-W45,Monday
2024-11-04,M04,S2,0.9336,0.9226,0.9697,0.8352,480,448.1,31.9,640,590,572,18,2024-11,2024-W45,Monday
2024-11-04,M04,S3,0.9154,0.9178,0.9874,0.8296,480,439.4,40.6,640,587,579,8,2024-11,2024-W45,Monday
2024-11-04,M05,S1,0.6013,0.8653,0.919,0.4782,480,288.6,191.4,1200,1038,953,85,2024-11,2024-W45,Monday
2024-11-04,M05,S2,0.7013,0.8385,0.9162,0.5388,480,336.6,143.4,1200,1006,921,85,2024-11,2024-W45,Monday
2024-11-04,M05,S3,0.7622,0.7994,0.9376,0.5713,480,365.8,114.2,1200,959,899,60,2024-11,2024-W45,Monday
2024-11-05,M01,S1,0.9237,0.8966,0.9762,0.8084,480,443.4,36.6,960,860,839,21,2024-11,2024-W45,Tuesday
2024-11-05,M01,S2,0.9101,0.9348,0.9974,0.8486,480,436.8,43.2,960,897,894,3,2024-11,2024-W45,Tuesday
2024-11-05,M01,S3,0.8304,0.8566,0.9757,0.694,480,398.6,81.4,960,822,802,20,2024-11,2024-W45,Tuesday
2024-11-05,M02,S1,0.8449,0.8888,0.9929,0.7456,480,405.6,74.4,800,711,705,6,2024-11,2024-W45,Tuesday
2024-11-05,M02,S2,0.7962,0.8692,0.9125,0.6315,480,382.2,97.8,800,695,634,61,2024-11,2024-W45,Tuesday
2024-11-05,M02,S3,0.9448,0.8265,0.9314,0.7273,480,453.5,26.5,800,661,615,46,2024-11,2024-W45,Tuesday
2024-11-05,M03,S1,0.6941,0.7589,0.8837,0.4656,480,333.2,146.8,1600,1214,1072,142,2024-11,2024-W45,Tuesday
2024-11-05,M03,S2,0.6782,0.707,0.8817,0.4228,480,325.5,154.5,1600,1131,997,134,2024-11,2024-W45,Tuesday
2024-11-05,M03,S3,0.9008,0.8583,0.9433,0.7293,480,432.4,47.6,1600,1373,1295,78,2024-11,2024-W45,Tuesday
2024-11-05,M04,S1,0.5833,0.9694,0.9587,0.5421,480,280.0,200.0,640,620,594,26,2024-11,2024-W45,Tuesday
2024-11-05,M04,S2,0.8585,0.9061,0.9744,0.7579,480,412.1,67.9,640,579,564,15,2024-11,2024-W45,Tuesday
2024-11-05,M04,S3,0.8863,0.9146,0.9826,0.7966,480,425.4,54.6,640,585,574,11,2024-11,2024-W45,Tuesday
2024-11-05,M05,S1,0.7675,0.8307,0.8778,0.5596,480,368.4,111.6,1200,996,874,122,2024-11,2024-W45,Tuesday
2024-11-05,M05,S2,0.7058,0.839,0.9241,0.5472,480,338.8,141.2,1200,1006,929,77,2024-11,2024-W45,Tuesday
2024-11-05,M05,S3,0.6976,0.8418,0.9029,0.5302,480,334.8,145.2,1200,1010,911,99,2024-11,2024-W45,Tuesday
2024-11-06,M01,S1,0.8494,0.8427,0.943,0.675,480,407.7,72.3,960,809,762,47,2024-11,2024-W45,Wednesday
2024-11-06,M01,S2,0.7902,0.8795,0.9427,0.6552,480,379.3,100.7,960,844,795,49,2024-11,2024-W45,Wednesday
2024-11-06,M01,S3,0.901,0.9019,0.9586,0.779,480,432.5,47.5,960,865,829,36,2024-11,2024-W45,Wednesday
2024-11-06,M02,S1,0.7398,0.867,0.9593,0.6153,480,355.1,124.9,800,693,664,29,2024-11,2024-W45,Wednesday
2024-11-06,M02,S2,0.8056,0.9355,0.9529,0.7181,480,386.7,93.3,800,748,712,36,2024-11,2024-W45,Wednesday
2024-11-06,M02,S3,0.8596,0.8531,0.9589,0.7032,480,412.6,67.4,800,682,653,29,2024-11,2024-W45,Wednesday
2024-11-06,M03,S1,0.6539,0.7726,0.9226,0.4661,480,313.9,166.1,1600,1236,1140,96,2024-11,2024-W45,Wednesday
2024-11-06,M03,S2,0.7564,0.8422,0.9496,0.605,480,363.1,116.9,1600,1347,1279,68,2024-11,2024-W45,Wednesday
2024-11-06,M03,S3,0.5974,0.7355,0.9183,0.4035,480,286.8,193.2,1600,1176,1079,97,2024-11,2024-W45,Wednesday
2024-11-06,M04,S1,0.8739,0.99,0.9862,0.8532,480,419.5,60.5,640,633,624,9,2024-11,2024-W45,Wednesday
2024-11-06,M04,S2,0.8933,0.9133,0.9742,0.7948,480,428.8,51.2,640,584,568,16,2024-11,2024-W45,Wednesday
2024-11-06,M04,S3,0.8966,0.9283,0.9745,0.8111,480,430.3,49.7,640,594,578,16,2024-11,2024-W45,Wednesday
2024-11-06,M05,S1,0.7493,0.9302,0.9632,0.6713,480,359.6,120.4,1200,1116,1074,42,2024-11,2024-W45,Wednesday
2024-11-06,M05,S2,0.7808,0.8013,0.9429,0.5899,480,374.8,105.2,1200,961,906,55,2024-11,2024-W45,Wednesday
2024-11-06,M05,S3,0.8589,0.9314,0.9476,0.7581,480,412.3,67.7,1200,1117,1058,59,2024-11,2024-W45,Wednesday
2024-11-07,M01,S1,0.9271,0.8881,0.9726,0.8007,480,445.0,35.0,960,852,828,24,2024-11,2024-W45,Thursday
2024-11-07,M01,S2,0.8219,0.8976,0.9866,0.7279,480,394.5,85.5,960,861,849,12,2024-11,2024-W45,Thursday
2024-11-07,M01,S3,0.8265,0.8515,0.9619,0.677,480,396.7,83.3,960,817,785,32,2024-11,2024-W45,Thursday
2024-11-07,M02,S1,0.7801,0.8823,0.9273,0.6383,480,374.4,105.6,800,705,653,52,2024-11,2024-W45,Thursday
2024-11-07,M02,S2,0.9162,0.7737,0.9751,0.6913,480,439.8,40.2,800,618,602,16,2024-11,2024-W45,Thursday
2024-11-07,M02,S3,0.7424,0.7454,0.9467,0.5239,480,356.4,123.6,800,596,564,32,2024-11,2024-W45,Thursday
2024-11-07,M03,S1,0.703,0.7261,0.8495,0.4336,480,337.5,142.5,1600,1161,986,175,2024-11,2024-W45,Thursday
2024-11-07,M03,S2,0.7252,0.8762,0.9311,0.5916,480,348.1,131.9,1600,1401,1304,97,2024-11,2024-W45,Thursday
2024-11-07,M03,S3,0.7311,0.8404,0.909,0.5585,480,350.9,129.1,1600,1344,1221,123,2024-11,2024-W45,Thursday
2024-11-07,M04,S1,0.8531,0.8919,0.9776,0.7437,480,409.5,70.5,640,570,557,13,2024-11,2024-W45,Thursday
2024-11-07,M04,S2,0.8911,0.9464,0.9891,0.8342,480,427.7,52.3,640,605,598,7,2024-11,2024-W45,Thursday
2024-11-07,M04,S3,0.9141,0.9192,0.9634,0.8096,480,438.8,41.2,640,588,566,22,2024-11,2024-W45,Thursday
2024-11-07,M05,S1,0.7907,0.8912,0.8727,0.6149,480,379.5,100.5,1200,1069,932,137,2024-11,2024-W45,Thursday
2024-11-07,M05,S2,0.7159,0.8328,0.9328,0.5562,480,343.6,136.4,1200,999,931,68,2024-11,2024-W45,Thursday
2024-11-07,M05,S3,0.7178,0.8641,0.9249,0.5737,480,344.5,135.5,1200,1036,958,78,2024-11,2024-W45,Thursday
2024-11-08,M01,S1,0.8483,0.8576,0.9472,0.6891,480,407.2,72.8,960,823,779,44,2024-11,2024-W45,Friday
2024-11-08,M01,S2,0.8023,0.9015,0.9714,0.7025,480,385.1,94.9,960,865,840,25,2024-11,2024-W45,Friday
2024-11-08,M01,S3,0.8177,0.9471,0.9537,0.7386,480,392.5,87.5,960,909,866,43,2024-11,2024-W45,Friday
2024-11-08,M02,S1,0.9034,0.8103,0.8833,0.6466,480,433.6,46.4,800,648,572,76,2024-11,2024-W45,Friday
2024-11-08,M02,S2,0.8244,0.8602,0.941,0.6673,480,395.7,84.3,800,688,647,41,2024-11,2024-W45,Friday
2024-11-08,M02,S3,0.7513,0.8443,0.9257,0.5872,480,360.6,119.4,800,675,624,51,2024-11,2024-W45,Friday
2024-11-08,M03,S1,0.6991,0.8669,0.9166,0.5555,480,335.5,144.5,1600,1386,1270,116,2024-11,2024-W45,Friday
2024-11-08,M03,S2,0.7812,0.7896,0.8977,0.5537,480,375.0,105.0,1600,1263,1133,130,2024-11,2024-W45,Friday
2024-11-08,M03,S3,0.6225,0.7796,0.8,0.3882,480,298.8,181.2,1600,1247,997,250,2024-11,2024-W45,Friday
2024-11-08,M04,S1,0.8786,0.9243,0.9868,0.8013,480,421.7,58.3,640,591,583,8,2024-11,2024-W45,Friday
2024-11-08,M04,S2,0.8882,0.9346,0.9538,0.7918,480,426.3,53.7,640,598,570,28,2024-11,2024-W45,Friday
2024-11-08,M04,S3,0.8946,0.886,0.9655,0.7652,480,429.4,50.6,640,567,547,20,2024-11,2024-W45,Friday
2024-11-08,M05,S1,0.755,0.9275,0.9389,0.6575,480,362.4,117.6,1200,1113,1045,68,2024-11,2024-W45,Friday
2024-11-08,M05,S2,0.7674,0.8653,0.9129,0.6062,480,368.3,111.7,1200,1038,947,91,2024-11,2024-W45,Friday
2024-11-08,M05,S3,0.7336,0.8868,0.8968,0.5834,480,352.1,127.9,1200,1064,954,110,2024-11,2024-W45,Friday
2024-11-09,M01,S1,0.8862,0.8711,0.9765,0.7538,480,425.4,54.6,960,836,816,20,2024-11,2024-W45,Saturday
2024-11-09,M01,S2,0.9046,0.8197,0.9484,0.7032,480,434.2,45.8,960,786,745,41,2024-11,2024-W45,Saturday
2024-11-09,M02,S1,0.7367,0.7451,0.9111,0.5001,480,353.6,126.4,800,596,543,53,2024-11,2024-W45,Saturday
2024-11-09,M02,S2,0.9675,0.8807,0.9937,0.8467,480,464.4,15.6,800,704,699,5,2024-11,2024-W45,Saturday
2024-11-09,M03,S1,0.8012,0.7532,0.8963,0.5408,480,384.6,95.4,1600,1205,1079,126,2024-11,2024-W45,Saturday
2024-11-09,M03,S2,0.7796,0.8381,0.8892,0.581,480,374.2,105.8,1600,1340,1191,149,2024-11,2024-W45,Saturday
2024-11-09,M04,S1,0.8513,0.99,0.9783,0.8245,480,408.6,71.4,640,633,619,14,2024-11,2024-W45,Saturday
2024-11-09,M04,S2,0.8868,0.9293,0.9771,0.8052,480,425.7,54.3,640,594,580,14,2024-11,2024-W45,Saturday
2024-11-09,M05,S1,0.774,0.9284,0.927,0.6661,480,371.5,108.5,1200,1114,1032,82,2024-11,2024-W45,Saturday
2024-11-09,M05,S2,0.6968,0.8588,0.9189,0.5499,480,334.5,145.5,1200,1030,946,84,2024-11,2024-W45,Saturday
2024-11-11,M01,S1,0.9284,0.9341,0.9622,0.8344,480,445.7,34.3,960,896,862,34,2024-11,2024-W46,Monday
2024-11-11,M01,S2,0.7933,0.8382,0.9603,0.6386,480,380.8,99.2,960,804,772,32,2024-11,2024-W46,Monday
2024-11-11,M01,S3,0.8741,0.8723,0.9504,0.7246,480,419.6,60.4,960,837,795,42,2024-11,2024-W46,Monday
2024-11-11,M02,S1,0.7558,0.8459,0.8733,0.5583,480,362.8,117.2,800,676,590,86,2024-11,2024-W46,Monday
2024-11-11,M02,S2,0.7202,0.8121,0.9738,0.5695,480,345.7,134.3,800,649,632,17,2024-11,2024-W46,Monday
2024-11-11,M02,S3,0.7403,0.8574,0.9463,0.6006,480,355.3,124.7,800,685,648,37,2024-11,2024-W46,Monday
2024-11-11,M03,S1,0.8441,0.8982,0.9079,0.6883,480,405.2,74.8,1600,1437,1304,133,2024-11,2024-W46,Monday
2024-11-11,M03,S2,0.6845,0.7595,0.9013,0.4685,480,328.5,151.5,1600,1215,1095,120,2024-11,2024-W46,Monday
2024-11-11,M03,S3,0.6882,0.8471,0.9251,0.5393,480,330.3,149.7,1600,1355,1253,102,2024-11,2024-W46,Monday
2024-11-11,M04,S1,0.915,0.9575,0.999,0.8752,480,439.2,40.8,640,612,611,1,2024-11,2024-W46,Monday
2024-11-11,M04,S2,0.901,0.9536,0.9758,0.8384,480,432.5,47.5,640,610,595,15,2024-11,2024-W46,Monday
2024-11-11,M04,S3,0.9328,0.9527,0.9921,0.8817,480,447.7,32.3,640,609,604,5,2024-11,2024-W46,Monday
2024-11-11,M05,S1,0.7729,0.8352,0.8965,0.5787,480,371.0,109.0,1200,1002,898,104,2024-11,2024-W46,Monday
2024-11-11,M05,S2,0.7648,0.9408,0.9226,0.6639,480,367.1,112.9,1200,1129,1041,88,2024-11,2024-W46,Monday
2024-11-11,M05,S3,0.8144,0.9078,0.9232,0.6825,480,390.9,89.1,1200,1089,1005,84,2024-11,2024-W46,Monday
2024-11-12,M01,S1,0.9234,0.7712,0.9355,0.6663,480,443.2,36.8,960,740,692,48,2024-11,2024-W46,Tuesday
2024-11-12,M01,S2,0.8118,0.8548,0.9667,0.6708,480,389.7,90.3,960,820,792,28,2024-11,2024-W46,Tuesday
2024-11-12,M01,S3,0.8721,0.9034,0.9719,0.7657,480,418.6,61.4,960,867,842,25,2024-11,2024-W46,Tuesday
2024-11-12,M02,S1,0.7311,0.7794,0.9511,0.5419,480,350.9,129.1,800,623,592,31,2024-11,2024-W46,Tuesday
2024-11-12,M02,S2,0.7535,0.7596,0.9672,0.5536,480,361.7,118.3,800,607,587,20,2024-11,2024-W46,Tuesday
2024-11-12,M02,S3,0.8952,0.9348,0.9452,0.791,480,429.7,50.3,800,747,706,41,2024-11,2024-W46,Tuesday
2024-11-12,M03,S1,0.7839,0.9062,0.8869,0.6301,480,376.3,103.7,1600,1449,1285,164,2024-11,2024-W46,Tuesday
2024-11-12,M03,S2,0.8276,0.8274,0.9429,0.6456,480,397.2,82.8,1600,1323,1247,76,2024-11,2024-W46,Tuesday
2024-11-12,M03,S3,0.7443,0.9009,0.918,0.6156,480,357.3,122.7,1600,1441,1322,119,2024-11,2024-W46,Tuesday
2024-11-12,M04,S1,0.4357,0.9624,0.9686,0.4062,480,209.2,270.8,640,615,595,20,2024-11,2024-W46,Tuesday
2024-11-12,M04,S2,0.9352,0.9254,0.9941,0.8603,480,448.9,31.1,640,592,588,4,2024-11,2024-W46,Tuesday
2024-11-12,M04,S3,0.9316,0.9379,0.9861,0.8616,480,447.2,32.8,640,600,591,9,2024-11,2024-W46,Tuesday
2024-11-12,M05,S1,0.7929,0.7709,0.9328,0.5703,480,380.6,99.4,1200,925,862,63,2024-11,2024-W46,Tuesday
2024-11-12,M05,S2,0.7006,0.8758,0.9026,0.5538,480,336.3,143.7,1200,1050,947,103,2024-11,2024-W46,Tuesday
2024-11-12,M05,S3,0.6965,0.9446,0.9557,0.6288,480,334.3,145.7,1200,1133,1082,51,2024-11,2024-W46,Tuesday
2024-11-13,M01,S1,0.8577,0.8953,0.955,0.7334,480,411.7,68.3,960,859,820,39,2024-11,2024-W46,Wednesday
2024-11-13,M01,S2,0.8864,0.8609,0.9799,0.7478,480,425.5,54.5,960,826,809,17,2024-11,2024-W46,Wednesday
2024-11-13,M01,S3,0.8453,0.8711,0.9604,0.7072,480,405.7,74.3,960,836,802,34,2024-11,2024-W46,Wednesday
2024-11-13,M02,S1,0.7566,0.8663,0.925,0.6063,480,363.1,116.9,800,693,640,53,2024-11,2024-W46,Wednesday
2024-11-13,M02,S2,0.8307,0.916,0.9199,0.7,480,398.8,81.2,800,732,673,59,2024-11,2024-W46,Wednesday
2024-11-13,M02,S3,0.7888,0.8738,0.9278,0.6395,480,378.6,101.4,800,699,648,51,2024-11,2024-W46,Wednesday
