arret_id,date,machine_id,shift_id,cause_id,duree_minutes,mois
AR07333,2024-09-20,M03,S3,CA03,74.0,2024-09
AR07334,2024-09-20,M04,S1,CA03,9.5,2024-09
AR07335,2024-09-20,M04,S1,CA01,37.0,2024-09
AR07336,2024-09-20,M04,S1,CA08,2.2,2024-09
AR07337,2024-09-20,M04,S2,CA05,47.6,2024-09
AR07338,2024-09-20,M04,S2,CA06,9.2,2024-09
AR07339,2024-09-20,M04,S3,CA05,25.7,2024-09
AR07340,2024-09-20,M04,S3,CA04,10.2,2024-09
AR07341,2024-09-20,M04,S3,CA02,10.4,2024-09
AR07342,2024-09-20,M05,S1,CA05,95.5,2024-09
AR07343,2024-09-20,M05,S2,CA05,60.3,2024-09
AR07344,2024-09-20,M05,S2,CA06,19.2,2024-09
AR07345,2024-09-20,M05,S2,CA07,15.6,2024-09
AR07346,2024-09-20,M05,S2,CA07,7.8,2024-09
AR07347,2024-09-20,M05,S3,CA04,91.8,2024-09
AR07348,2024-09-20,M05,S3,CA08,76.2,2024-09
AR07349,2024-09-21,M01,S1,CA06,73.0,2024-09
AR07350,2024-09-21,M01,S2,CA01,38.0,2024-09
AR07351,2024-09-21,M01,S2,CA08,27.2,2024-09
AR07352,2024-09-21,M02,S1,CA01,75.9,2024-09
AR07353,2024-09-21,M02,S1,CA01,20.2,2024-09
AR07354,2024-09-21,M02,S1,CA02,8.3,2024-09
AR07355,2024-09-21,M02,S2,CA01,184.8,2024-09
AR07356,2024-09-21,M02,S2,CA01,74.4,2024-09
AR07357,2024-09-21,M03,S1,CA03,83.7,2024-09
AR07358,2024-09-21,M03,S1,CA08,80.3,2024-09
AR07359,2024-09-21,M03,S1,CA02,14.6,2024-09
AR07360,2024-09-21,M03,S2,CA01,4.1,2024-09
AR07361,2024-09-21,M03,S2,CA04,57.8,2024-09
AR07362,2024-09-21,M03,S2,CA01,6.3,2024-09
AR07363,2024-09-21,M04,S1,CA02,48.5,2024-09
AR07364,2024-09-21,M04,S2,CA05,27.7,2024-09
AR07365,2024-09-21,M04,S2,CA01,44.8,2024-09
AR07366,2024-09-21,M05,S1,CA01,52.2,2024-09
AR07367,2024-09-21,M05,S1,CA01,85.3,2024-09
AR07368,2024-09-21,M05,S2,CA02,5.6,2024-09
AR07369,2024-09-21,M05,S2,CA03,32.1,2024-09
AR07370,2024-09-21,M05,S2,CA05,12.0,2024-09
AR07371,2024-09-21,M05,S2,CA01,109.1,2024-09
AR07372,2024-09-23,M01,S1,CA04,17.1,2024-09
AR07373,2024-09-23,M01,S1,CA08,34.9,2024-09
AR07374,2024-09-23,M01,S1,CA03,7.9,2024-09
AR07375,2024-09-23,M01,S2,CA02,2.8,2024-09
AR07376,2024-09-23,M01,S2,CA01,74.5,2024-09
AR07377,2024-09-23,M01,S3,CA02,29.6,2024-09
AR07378,2024-09-23,M01,S3,CA04,13.9,2024-09
AR07379,2024-09-23,M01,S3,CA05,25.4,2024-09
AR07380,2024-09-23,M02,S1,CA07,65.9,2024-09
AR07381,2024-09-23,M02,S1,CA02,84.8,2024-09
AR07382,2024-09-23,M02,S2,CA07,36.7,2024-09
AR07383,2024-09-23,M02,S2,CA02,44.2,2024-09
AR07384,2024-09-23,M02,S3,CA08,127.9,2024-09
AR07385,2024-09-23,M03,S1,CA03,192.4,2024-09
AR07386,2024-09-23,M03,S2,CA08,22.9,2024-09
AR07387,2024-09-23,M03,S2,CA02,23.3,2024-09
AR07388,2024-09-23,M03,S2,CA02,58.8,2024-09
AR07389,2024-09-23,M03,S3,CA07,132.6,2024-09
AR07390,2024-09-23,M03,S3,CA03,51.4,2024-09
AR07391,2024-09-23,M03,S3,CA04,83.9,2024-09
AR07392,2024-09-23,M04,S1,CA07,10.6,2024-09
AR07393,2024-09-23,M04,S1,CA05,57.4,2024-09
AR07394,2024-09-23,M04,S2,CA05,7.9,2024-09
AR07395,2024-09-23,M04,S2,CA01,15.3,2024-09
AR07396,2024-09-23,M04,S2,CA01,6.7,2024-09
AR07397,2024-09-23,M04,S2,CA01,27.4,2024-09
AR07398,2024-09-23,M04,S3,CA04,41.2,2024-09
AR07399,2024-09-23,M04,S3,CA07,11.1,2024-09
AR07400,2024-09-23,M05,S1,CA01,84.8,2024-09
AR07401,2024-09-23,M05,S1,CA01,30.2,2024-09
AR07402,2024-09-23,M05,S2,CA01,27.6,2024-09
AR07403,2024-09-23,M05,S2,CA04,18.0,2024-09
AR07404,2024-09-23,M05,S2,CA05,48.5,2024-09
AR07405,2024-09-23,M05,S2,CA03,9.9,2024-09
AR07406,2024-09-23,M05,S3,CA02,39.1,2024-09
AR07407,2024-09-23,M05,S3,CA03,20.3,2024-09
AR07408,2024-09-23,M05,S3,CA06,7.8,2024-09
AR07409,2024-09-23,M05,S3,CA07,11.3,2024-09
AR07410,2024-09-24,M01,S1,CA07,73.4,2024-09
AR07411,2024-09-24,M01,S2,CA04,32.7,2024-09
AR07412,2024-09-24,M01,S2,CA08,17.0,2024-09
AR07413,2024-09-24,M01,S3,CA01,8.9,2024-09
AR07414,2024-09-24,M01,S3,CA02,39.3,2024-09
AR07415,2024-09-24,M01,S3,CA06,35.0,2024-09
AR07416,2024-09-24,M01,S3,CA08,16.6,2024-09
AR07417,2024-09-24,M02,S1,CA03,81.5,2024-09
AR07418,2024-09-24,M02,S2,CA03,52.5,2024-09
AR07419,2024-09-24,M02,S2,CA07,42.7,2024-09
AR07420,2024-09-24,M02,S2,CA01,35.5,2024-09
AR07421,2024-09-24,M02,S2,CA03,8.8,2024-09
AR07422,2024-09-24,M02,S3,CA03,117.0,2024-09
AR07423,2024-09-24,M03,S1,CA02,18.0,2024-09
AR07424,2024-09-24,M03,S1,CA03,54.2,2024-09
AR07425,2024-09-24,M03,S1,CA06,19.3,2024-09
AR07426,2024-09-24,M03,S1,CA01,28.3,2024-09
AR07427,2024-09-24,M03,S2,CA03,100.9,2024-09
AR07428,2024-09-24,M03,S3,CA03,158.1,2024-09
AR07429,2024-09-24,M04,S1,CA01,48.1,2024-09
AR07430,2024-09-24,M04,S2,CA01,15.7,2024-09
AR07431,2024-09-24,M04,S2,CA04,41.3,2024-09
AR07432,2024-09-24,M04,S3,CA05,22.2,2024-09
AR07433,2024-09-24,M04,S3,CA01,18.1,2024-09
AR07434,2024-09-24,M04,S3,CA03,2.3,2024-09
AR07435,2024-09-24,M05,S1,CA01,34.0,2024-09
AR07436,2024-09-24,M05,S1,CA02,46.0,2024-09
AR07437,2024-09-24,M05,S1,CA08,26.9,2024-09
AR07438,2024-09-24,M05,S2,CA05,123.8,2024-09
AR07439,2024-09-24,M05,S3,CA04,9.9,2024-09
AR07440,2024-09-24,M05,S3,CA05,8.4,2024-09
AR07441,2024-09-24,M05,S3,CA03,62.1,2024-09
AR07442,2024-09-24,M05,S3,CA06,29.9,2024-09
AR07443,2024-09-25,M01,S1,CA01,82.6,2024-09
AR07444,2024-09-25,M01,S2,CA02,63.3,2024-09
AR07445,2024-09-25,M01,S3,CA08,4.4,2024-09
AR07446,2024-09-25,M01,S3,CA06,32.3,2024-09
AR07447,2024-09-25,M01,S3,CA08,30.6,2024-09
AR07448,2024-09-25,M02,S1,CA02,45.6,2024-09
AR07449,2024-09-25,M02,S1,CA04,50.2,2024-09
AR07450,2024-09-25,M02,S1,CA04,25.1,2024-09
AR07451,2024-09-25,M02,S2,CA08,94.7,2024-09
AR07452,2024-09-25,M02,S3,CA07,55.2,2024-09
AR07453,2024-09-25,M02,S3,CA01,3.7,2024-09
AR07454,2024-09-25,M03,S1,CA06,52.2,2024-09
AR07455,2024-09-25,M03,S1,CA08,78.6,2024-09
AR07456,2024-09-25,M03,S1,CA05,8.5,2024-09
AR07457,2024-09-25,M03,S2,CA05,51.8,2024-09
AR07458,2024-09-25,M03,S2,CA04,60.8,2024-09
AR07459,2024-09-25,M03,S3,CA03,68.0,2024-09
AR07460,2024-09-25,M03,S3,CA02,13.4,2024-09
AR07461,2024-09-25,M03,S3,CA01,17.4,2024-09
AR07462,2024-09-25,M04,S1,CA07,6.3,2024-09
AR07463,2024-09-25,M04,S1,CA04,30.6,2024-09
AR07464,2024-09-25,M04,S2,CA04,60.8,2024-09
AR07465,2024-09-25,M04,S3,CA02,14.8,2024-09
AR07466,2024-09-25,M04,S3,CA04,20.7,2024-09
AR07467,2024-09-25,M05,S1,CA08,8.2,2024-09
AR07468,2024-09-25,M05,S1,CA06,10.7,2024-09
AR07469,2024-09-25,M05,S1,CA01,91.5,2024-09
AR07470,2024-09-25,M05,S2,CA01,4.2,2024-09
AR07471,2024-09-25,M05,S2,CA07,31.4,2024-09
AR07472,2024-09-25,M05,S2,CA02,47.4,2024-09
AR07473,2024-09-25,M05,S3,CA03,13.5,2024-09
AR07474,2024-09-25,M05,S3,CA03,8.6,2024-09
AR07475,2024-09-25,M05,S3,CA04,25.4,2024-09
AR07476,2024-09-25,M05,S3,CA08,90.9,2024-09
AR07477,2024-09-26,M01,S1,CA01,32.8,2024-09
AR07478,2024-09-26,M01,S1,CA04,76.0,2024-09
AR07479,2024-09-26,M01,S2,CA03,47.1,2024-09
AR07480,2024-09-26,M01,S2,CA01,12.2,2024-09
AR07481,2024-09-26,M01,S3,CA05,91.5,2024-09
AR07482,2024-09-26,M02,S1,CA03,13.1,2024-09
AR07483,2024-09-26,M02,S1,CA04,11.2,2024-09
AR07484,2024-09-26,M02,S2,CA04,13.7,2024-09
AR07485,2024-09-26,M02,S2,CA07,22.5,2024-09
AR07486,2024-09-26,M02,S2,CA04,21.9,2024-09
AR07487,2024-09-26,M02,S2,CA03,3.4,2024-09
AR07488,2024-09-26,M02,S3,CA05,73.2,2024-09
AR07489,2024-09-26,M02,S3,CA01,59.2,2024-09
AR07490,2024-09-26,M02,S3,CA07,3.9,2024-09
AR07491,2024-09-26,M03,S1,CA03,10.1,2024-09
AR07492,2024-09-26,M03,S1,CA01,165.2,2024-09
AR07493,2024-09-26,M03,S1,CA08,108.6,2024-09
AR07494,2024-09-26,M03,S2,CA06,122.8,2024-09
AR07495,2024-09-26,M03,S3,CA05,24.9,2024-09
AR07496,2024-09-26,M03,S3,CA01,56.9,2024-09
AR07497,2024-09-26,M03,S3,CA04,22.9,2024-09
AR07498,2024-09-26,M04,S1,CA03,38.1,2024-09
AR07499,2024-09-26,M04,S1,CA05,4.8,2024-09
AR07500,2024-09-26,M04,S2,CA05,44.2,2024-09
AR07501,2024-09-26,M04,S3,CA06,27.3,2024-09
AR07502,2024-09-26,M04,S3,CA03,15.7,2024-09
AR07503,2024-09-26,M05,S1,CA05,22.1,2024-09
AR07504,2024-09-26,M05,S1,CA04,48.5,2024-09
AR07505,2024-09-26,M05,S1,CA01,30.9,2024-09
AR07506,2024-09-26,M05,S2,CA01,111.8,2024-09
AR07507,2024-09-26,M05,S3,CA06,97.5,2024-09
AR07508,2024-09-26,M05,S3,CA02,14.3,2024-09
AR07509,2024-09-27,M01,S1,CA02,68.6,2024-09
AR07510,2024-09-27,M01,S2,CA08,26.4,2024-09
AR07511,2024-09-27,M01,S2,CA03,12.2,2024-09
AR07512,2024-09-27,M01,S3,CA01,7.1,2024-09
AR07513,2024-09-27,M01,S3,CA03,8.3,2024-09
AR07514,2024-09-27,M01,S3,CA06,2.8,2024-09
AR07515,2024-09-27,M01,S3,CA02,8.3,2024-09
AR07516,2024-09-27,M02,S1,CA04,35.4,2024-09
AR07517,2024-09-27,M02,S1,CA01,7.8,2024-09
AR07518,2024-09-27,M02,S2,CA06,27.1,2024-09
AR07519,2024-09-27,M02,S2,CA07,17.5,2024-09
AR07520,2024-09-27,M02,S2,CA02,96.4,2024-09
AR07521,2024-09-27,M02,S3,CA04,53.1,2024-09
AR07522,2024-09-27,M02,S3,CA07,84.4,2024-09
AR07523,2024-09-27,M03,S1,CA02,123.3,2024-09
AR07524,2024-09-27,M03,S2,CA02,35.6,2024-09
AR07525,2024-09-27,M03,S2,CA05,59.2,2024-09
AR07526,2024-09-27,M03,S3,CA01,5.5,2024-09
AR07527,2024-09-27,M03,S3,CA06,23.9,2024-09
AR07528,2024-09-27,M03,S3,CA05,110.9,2024-09
AR07529,2024-09-27,M04,S1,CA01,4.0,2024-09
AR07530,2024-09-27,M04,S1,CA08,28.7,2024-09
AR07531,2024-09-27,M04,S1,CA03,23.6,2024-09
AR07532,2024-09-27,M04,S2,CA03,3.0,2024-09
AR07533,2024-09-27,M04,S2,CA04,36.3,2024-09
AR07534,2024-09-27,M04,S3,CA02,52.4,2024-09
AR07535,2024-09-27,M05,S1,CA01,17.2,2024-09
AR07536,2024-09-27,M05,S1,CA07,27.7,2024-09
AR07537,2024-09-27,M05,S1,CA08,51.9,2024-09
AR07538,2024-09-27,M05,S2,CA04,74.4,2024-09
AR07539,2024-09-27,M05,S3,CA03,21.4,2024-09
AR07540,2024-09-27,M05,S3,CA01,71.5,2024-09
AR07541,2024-09-27,M05,S3,CA04,18.1,2024-09
AR07542,2024-09-27,M05,S3,CA03,24.8,2024-09
AR07543,2024-09-28,M01,S1,CA08,16.7,2024-09
AR07544,2024-09-28,M01,S1,CA04,10.2,2024-09
AR07545,2024-09-28,M01,S1,CA01,36.6,2024-09
AR07546,2024-09-28,M01,S2,CA06,19.9,2024-09
AR07547,2024-09-28,M01,S2,CA06,46.1,2024-09
AR07548,2024-09-28,M01,S2,CA02,10.5,2024-09
AR07549,2024-09-28,M02,S1,CA02,24.7,2024-09
AR07550,2024-09-28,M02,S1,CA01,38.8,2024-09
AR07551,2024-09-28,M02,S1,CA04,29.8,2024-09
AR07552,2024-09-28,M02,S2,CA07,99.2,2024-09
AR07553,2024-09-28,M03,S1,CA07,144.5,2024-09
AR07554,2024-09-28,M03,S2,CA07,164.9,2024-09
AR07555,2024-09-28,M04,S1,CA01,56.3,2024-09
AR07556,2024-09-28,M04,S1,CA01,3.5,2024-09
AR07557,2024-09-28,M04,S2,CA04,18.2,2024-09
AR07558,2024-09-28,M04,S2,CA02,15.3,2024-09
AR07559,2024-09-28,M04,S2,CA01,14.8,2024-09
AR07560,2024-09-28,M05,S1,CA02,102.3,2024-09
AR07561,2024-09-28,M05,S1,CA02,40.5,2024-09
AR07562,2024-09-28,M05,S1,CA02,130.2,2024-09
AR07563,2024-09-28,M05,S2,CA01,9.6,2024-09
AR07564,2024-09-28,M05,S2,CA06,5.6,2024-09
AR07565,2024-09-28,M05,S2,CA02,24.0,2024-09
AR07566,2024-09-28,M05,S2,CA02,17.8,2024-09
AR07567,2024-09-30,M01,S1,CA03,24.1,2024-09
AR07568,2024-09-30,M01,S1,CA07,90.7,2024-09
AR07569,2024-09-30,M01,S2,CA03,32.3,2024-09
AR07570,2024-09-30,M01,S2,CA07,9.8,2024-09
AR07571,2024-09-30,M01,S2,CA03,3.1,2024-09
AR07572,2024-09-30,M01,S2,CA02,31.6,2024-09
AR07573,2024-09-30,M01,S3,CA03,7.1,2024-09
AR07574,2024-09-30,M01,S3,CA02,13.5,2024-09
AR07575,2024-09-30,M01,S3,CA01,44.2,2024-09
AR07576,2024-09-30,M02,S1,CA08,35.8,2024-09
AR07577,2024-09-30,M02,S1,CA01,14.2,2024-09
AR07578,2024-09-30,M02,S1,CA07,42.3,2024-09
AR07579,2024-09-30,M02,S2,CA02,135.6,2024-09
AR07580,2024-09-30,M02,S3,CA01,136.8,2024-09
AR07581,2024-09-30,M03,S1,CA01,26.7,2024-09
AR07582,2024-09-30,M03,S1,CA03,97.6,2024-09
AR07583,2024-09-30,M03,S1,CA03,20.1,2024-09
AR07584,2024-09-30,M03,S2,CA05,155.4,2024-09
AR07585,2024-09-30,M03,S3,CA04,42.0,2024-09
AR07586,2024-09-30,M03,S3,CA04,47.2,2024-09
AR07587,2024-09-30,M03,S3,CA07,69.3,2024-09
AR07588,2024-09-30,M03,S3,CA06,7.5,2024-09
AR07589,2024-09-30,M04,S1,CA02,40.6,2024-09
AR07590,2024-09-30,M04,S2,CA02,23.9,2024-09
AR07591,2024-09-30,M04,S2,CA03,36.7,2024-09
AR07592,2024-09-30,M04,S3,CA03,4.6,2024-09
AR07593,2024-09-30,M04,S3,CA07,3.7,2024-09
AR07594,2024-09-30,M04,S3,CA08,59.0,2024-09
AR07595,2024-09-30,M05,S1,CA03,42.2,2024-09
AR07596,2024-09-30,M05,S1,CA08,14.5,2024-09
AR07597,2024-09-30,M05,S1,CA07,40.7,2024-09
AR07598,2024-09-30,M05,S1,CA04,32.2,2024-09
AR07599,2024-09-30,M05,S2,CA06,6.0,2024-09
AR07600,2024-09-30,M05,S2,CA03,17.2,2024-09
AR07601,2024-09-30,M05,S2,CA03,81.7,2024-09
AR07602,2024-09-30,M05,S2,CA02,44.7,2024-09
AR07603,2024-09-30,M05,S3,CA01,64.5,2024-09
AR07604,2024-09-30,M05,S3,CA05,101.8,2024-09
AR07605,2024-10-01,M01,S1,CA08,7.1,2024-10
AR07606,2024-10-01,M01,S1,CA07,29.2,2024-10
AR07607,2024-10-01,M01,S2,CA04,15.4,2024-10
AR07608,2024-10-01,M01,S2,CA02,36.3,2024-10
AR07609,2024-10-01,M01,S2,CA04,56.3,2024-10
AR07610,2024-10-01,M01,S3,CA06,22.0,2024-10
AR07611,2024-10-01,M01,S3,CA02,62.8,2024-10
AR07612,2024-10-01,M01,S3,CA05,35.1,2024-10
AR07613,2024-10-01,M02,S1,CA01,38.9,2024-10
AR07614,2024-10-01,M02,S1,CA01,11.5,2024-10
AR07615,2024-10-01,M02,S1,CA08,28.6,2024-10
AR07616,2024-10-01,M02,S2,CA08,120.9,2024-10
AR07617,2024-10-01,M02,S3,CA08,34.4,2024-10
AR07618,2024-10-01,M02,S3,CA01,60.6,2024-10
AR07619,2024-10-01,M02,S3,CA08,17.6,2024-10
AR07620,2024-10-01,M02,S3,CA01,14.1,2024-10
AR07621,2024-10-01,M03,S1,CA01,171.0,2024-10
AR07622,2024-10-01,M03,S2,CA03,24.3,2024-10
AR07623,2024-10-01,M03,S2,CA02,55.1,2024-10
AR07624,2024-10-01,M03,S2,CA04,18.3,2024-10
AR07625,2024-10-01,M03,S3,CA01,54.8,2024-10
AR07626,2024-10-01,M03,S3,CA02,44.0,2024-10
AR07627,2024-10-01,M04,S1,CA06,46.2,2024-10
AR07628,2024-10-01,M04,S2,CA01,10.2,2024-10
AR07629,2024-10-01,M04,S2,CA01,12.0,2024-10
AR07630,2024-10-01,M04,S2,CA02,8.5,2024-10
AR07631,2024-10-01,M04,S3,CA03,51.9,2024-10
AR07632,2024-10-01,M05,S1,CA04,52.3,2024-10
AR07633,2024-10-01,M05,S1,CA01,47.9,2024-10
AR07634,2024-10-01,M05,S1,CA01,6.4,2024-10
AR07635,2024-10-01,M05,S2,CA02,93.1,2024-10
AR07636,2024-10-01,M05,S2,CA03,14.9,2024-10
AR07637,2024-10-01,M05,S2,CA04,9.5,2024-10
AR07638,2024-10-01,M05,S3,CA04,18.5,2024-10
AR07639,2024-10-01,M05,S3,CA08,44.6,2024-10
AR07640,2024-10-01,M05,S3,CA03,10.3,2024-10
AR07641,2024-10-01,M05,S3,CA03,27.2,2024-10
AR07642,2024-10-02,M01,S1,CA03,33.5,2024-10
AR07643,2024-10-02,M01,S1,CA07,50.4,2024-10
AR07644,2024-10-02,M01,S2,CA05,25.6,2024-10
AR07645,2024-10-02,M01,S2,CA02,20.9,2024-10
AR07646,2024-10-02,M01,S2,CA03,7.8,2024-10
AR07647,2024-10-02,M01,S2,CA05,2.9,2024-10
AR07648,2024-10-02,M01,S3,CA03,5.0,2024-10
AR07649,2024-10-02,M01,S3,CA03,72.2,2024-10
AR07650,2024-10-02,M02,S1,CA07,15.5,2024-10
AR07651,2024-10-02,M02,S1,CA02,113.1,2024-10
AR07652,2024-10-02,M02,S2,CA03,93.8,2024-10
AR07653,2024-10-02,M02,S3,CA05,144.7,2024-10
AR07654,2024-10-02,M02,S3,CA06,15.6,2024-10
AR07655,2024-10-02,M03,S1,CA05,181.7,2024-10
AR07656,2024-10-02,M03,S2,CA07,34.2,2024-10
AR07657,2024-10-02,M03,S2,CA01,109.8,2024-10
AR07658,2024-10-02,M03,S3,CA07,148.0,2024-10
AR07659,2024-10-02,M03,S3,CA04,48.6,2024-10
AR07660,2024-10-02,M04,S1,CA04,15.4,2024-10
AR07661,2024-10-02,M04,S1,CA01,9.1,2024-10
AR07662,2024-10-02,M04,S1,CA05,15.5,2024-10
AR07663,2024-10-02,M04,S2,CA03,53.6,2024-10
AR07664,2024-10-02,M04,S3,CA02,10.2,2024-10
AR07665,2024-10-02,M04,S3,CA01,14.9,2024-10
AR07666,2024-10-02,M04,S3,CA05,11.9,2024-10
AR07667,2024-10-02,M04,S3,CA03,12.7,2024-10
AR07668,2024-10-02,M05,S1,CA04,147.4,2024-10
AR07669,2024-10-02,M05,S2,CA03,25.7,2024-10
AR07670,2024-10-02,M05,S2,CA05,13.7,2024-10
AR07671,2024-10-02,M05,S2,CA05,35.7,2024-10
AR07672,2024-10-02,M05,S2,CA01,13.7,2024-10
AR07673,2024-10-02,M05,S3,CA07,33.3,2024-10
AR07674,2024-10-02,M05,S3,CA03,113.0,2024-10
AR07675,2024-10-03,M01,S1,CA02,8.6,2024-10
AR07676,2024-10-03,M01,S1,CA08,17.3,2024-10
AR07677,2024-10-03,M01,S2,CA03,24.4,2024-10
AR07678,2024-10-03,M01,S2,CA03,9.7,2024-10
AR07679,2024-10-03,M01,S3,CA02,95.2,2024-10
AR07680,2024-10-03,M02,S1,CA03,50.2,2024-10
AR07681,2024-10-03,M02,S2,CA03,4.4,2024-10
AR07682,2024-10-03,M02,S2,CA05,46.6,2024-10
AR07683,2024-10-03,M02,S2,CA02,131.9,2024-10
AR07684,2024-10-03,M02,S3,CA03,47.1,2024-10
AR07685,2024-10-03,M03,S1,CA05,91.3,2024-10
AR07686,2024-10-03,M03,S1,CA08,60.4,2024-10
AR07687,2024-10-03,M03,S2,CA01,97.8,2024-10
AR07688,2024-10-03,M03,S2,CA03,5.4,2024-10
AR07689,2024-10-03,M03,S2,CA02,138.6,2024-10
AR07690,2024-10-03,M03,S3,CA06,32.9,2024-10
AR07691,2024-10-03,M03,S3,CA05,63.0,2024-10
AR07692,2024-10-03,M03,S3,CA07,42.5,2024-10
AR07693,2024-10-03,M03,S3,CA05,33.0,2024-10
AR07694,2024-10-03,M04,S1,CA08,21.4,2024-10
AR07695,2024-10-03,M04,S1,CA07,32.9,2024-10
AR07696,2024-10-03,M04,S2,CA01,26.2,2024-10
AR07697,2024-10-03,M04,S2,CA01,9.4,2024-10
AR07698,2024-10-03,M04,S2,CA08,27.3,2024-10
AR07699,2024-10-03,M04,S3,CA05,42.7,2024-10
AR07700,2024-10-03,M04,S3,CA07,8.8,2024-10
AR07701,2024-10-03,M05,S1,CA05,102.4,2024-10
AR07702,2024-10-03,M05,S2,CA05,4.1,2024-10
AR07703,2024-10-03,M05,S2,CA04,26.1,2024-10
AR07704,2024-10-03,M05,S2,CA04,117.2,2024-10
AR07705,2024-10-03,M05,S3,CA04,40.7,2024-10
AR07706,2024-10-03,M05,S3,CA01,54.4,2024-10
AR07707,2024-10-04,M01,S1,CA02,32.7,2024-10
AR07708,2024-10-04,M01,S1,CA03,42.3,2024-10
AR07709,2024-10-04,M01,S2,CA06,11.6,2024-10
AR07710,2024-10-04,M01,S2,CA07,56.4,2024-10
AR07711,2024-10-04,M01,S3,CA02,17.0,2024-10
AR07712,2024-10-04,M01,S3,CA08,79.8,2024-10
AR07713,2024-10-04,M02,S1,CA03,8.7,2024-10
AR07714,2024-10-04,M02,S1,CA03,65.1,2024-10
AR07715,2024-10-04,M02,S1,CA04,62.3,2024-10
AR07716,2024-10-04,M02,S2,CA02,131.5,2024-10
AR07717,2024-10-04,M02,S2,CA06,14.1,2024-10
AR07718,2024-10-04,M02,S2,CA02,16.6,2024-10
AR07719,2024-10-04,M02,S3,CA04,106.8,2024-10
AR07720,2024-10-04,M03,S1,CA07,29.3,2024-10
AR07721,2024-10-04,M03,S1,CA04,6.6,2024-10
AR07722,2024-10-04,M03,S1,CA08,134.1,2024-10
AR07723,2024-10-04,M03,S2,CA04,21.9,2024-10
AR07724,2024-10-04,M03,S2,CA05,54.1,2024-10
AR07725,2024-10-04,M03,S2,CA01,86.5,2024-10
AR07726,2024-10-04,M03,S2,CA03,22.5,2024-10
AR07727,2024-10-04,M03,S3,CA01,58.4,2024-10
AR07728,2024-10-04,M03,S3,CA04,28.4,2024-10
AR07729,2024-10-04,M03,S3,CA03,6.7,2024-10
AR07730,2024-10-04,M03,S3,CA01,57.9,2024-10
AR07731,2024-10-04,M04,S1,CA02,23.6,2024-10
AR07732,2024-10-04,M04,S1,CA07,11.4,2024-10
AR07733,2024-10-04,M04,S1,CA03,24.4,2024-10
AR07734,2024-10-04,M04,S2,CA05,5.3,2024-10
AR07735,2024-10-04,M04,S2,CA02,13.1,2024-10
AR07736,2024-10-04,M04,S2,CA05,17.9,2024-10
AR07737,2024-10-04,M04,S3,CA01,12.6,2024-10
AR07738,2024-10-04,M04,S3,CA08,2.5,2024-10
AR07739,2024-10-04,M04,S3,CA08,30.4,2024-10
AR07740,2024-10-04,M05,S1,CA01,7.1,2024-10
AR07741,2024-10-04,M05,S1,CA01,112.9,2024-10
AR07742,2024-10-04,M05,S2,CA01,186.5,2024-10
AR07743,2024-10-04,M05,S3,CA03,3.6,2024-10
AR07744,2024-10-04,M05,S3,CA06,37.6,2024-10
AR07745,2024-10-04,M05,S3,CA07,70.6,2024-10
AR07746,2024-10-05,M01,S1,CA01,9.4,2024-10
AR07747,2024-10-05,M01,S1,CA07,20.1,2024-10
AR07748,2024-10-05,M01,S2,CA06,29.3,2024-10
AR07749,2024-10-05,M01,S2,CA03,11.2,2024-10
AR07750,2024-10-05,M01,S2,CA06,22.8,2024-10
AR07751,2024-10-05,M02,S1,CA03,41.0,2024-10
AR07752,2024-10-05,M02,S1,CA03,13.8,2024-10
AR07753,2024-10-05,M02,S1,CA04,34.0,2024-10
AR07754,2024-10-05,M02,S1,CA02,14.6,2024-10
AR07755,2024-10-05,M02,S2,CA05,25.0,2024-10
AR07756,2024-10-05,M02,S2,CA05,38.2,2024-10
AR07757,2024-10-05,M03,S1,CA05,40.3,2024-10
AR07758,2024-10-05,M03,S1,CA03,46.4,2024-10
AR07759,2024-10-05,M03,S1,CA02,15.8,2024-10
AR07760,2024-10-05,M03,S2,CA07,2.8,2024-10
AR07761,2024-10-05,M03,S2,CA06,4.4,2024-10
AR07762,2024-10-05,M04,S1,CA02,49.4,2024-10
AR07763,2024-10-05,M04,S2,CA08,37.8,2024-10
AR07764,2024-10-05,M04,S2,CA02,17.9,2024-10
AR07765,2024-10-05,M05,S1,CA04,12.2,2024-10
AR07766,2024-10-05,M05,S1,CA06,47.2,2024-10
AR07767,2024-10-05,M05,S1,CA07,45.8,2024-10
AR07768,2024-10-05,M05,S1,CA04,19.6,2024-10
AR07769,2024-10-05,M05,S2,CA03,85.5,2024-10
AR07770,2024-10-07,M01,S1,CA07,30.2,2024-10
AR07771,2024-10-07,M01,S1,CA01,8.6,2024-10
AR07772,2024-10-07,M01,S1,CA02,26.0,2024-10
AR07773,2024-10-07,M01,S2,CA01,70.6,2024-10
AR07774,2024-10-07,M01,S3,CA04,21.7,2024-10
AR07775,2024-10-07,M01,S3,CA01,13.8,2024-10
AR07776,2024-10-07,M02,S1,CA05,53.1,2024-10
AR07777,2024-10-07,M02,S1,CA01,48.1,2024-10
AR07778,2024-10-07,M02,S1,CA01,22.7,2024-10
AR07779,2024-10-07,M02,S2,CA05,17.5,2024-10
AR07780,2024-10-07,M02,S2,CA05,60.3,2024-10
AR07781,2024-10-07,M02,S3,CA01,52.9,2024-10
AR07782,2024-10-07,M02,S3,CA06,80.2,2024-10
